word,pinyin,translation,word_type
屏幕,píngmù,"screen (TV, etc.)",noun
屏障,píngzhàng,wall; barrier; protective screen,noun
坡,pō,slope,noun
泼,pō,to splash; to spill; rude and unreasonable; brutish,verb
颇,pō,rather; quite; inclined to one side,adverb
迫不及待,pòbùjídài,be too impatient to wait,adjective
迫害,pòhài,persecute; persecution,verb
破例,pòlì,make an exception,verb
魄力,pòlì,daring resolution; boldness; courage,noun
扑,pū,to assault; rush at; throw oneself on,verb
铺,"pù, pū",bed; store | to spread; to lay,verb
朴实,pǔshí,plain; sober; down-to-earth,adjective
朴素,pǔsù,plain; simple; austerity,adjective
普及,pǔjí,widespread; popular; popularize,verb
瀑布,pùbù,waterfall,noun
凄凉,qīliáng,desolate; feel like no one likes you,adjective
期望,qīwàng,hope; expectation,verb
期限,qīxiàn,time limit; deadline; allotted time,noun
欺负,qīfu,to bully; intimidate,verb
欺骗,qīpiàn,deceive; to cheat; to dupe,verb
齐全,qíquán,complete,adjective
齐心协力,qíxīnxiélì,make concerted efforts,verb
奇妙,qímiào,wonderful; fantastic,adjective
歧视,qíshì,discriminate (against someone),verb
旗袍,qípáo,cheongsam; Chinese-style dress,noun
旗帜,qízhì,flag; banner,noun
乞丐,qǐgài,beggar,noun
岂有此理,qǐ yǒu cǐ lǐ,outrageous; ridiculous; absurd,idiom
企图,qǐtú,(to ) attempt; try; attempt,verb
启程,qǐchéng,set out on a journey,verb
启蒙,qǐméng,enlighten; enlightenment； instruct the young; to initiate,verb
启示,qǐshì,enlightenment; revelation,verb
启事,qǐshì,announcement; public information (usually posted on a billboard),noun
起草,qǐ cǎo,draft (a bill); draw up (plans),verb
起初,qǐchū,at first; originally; in the beginning,adjective
起伏,qǐfú,ups and downs; with a wavy motion,verb
起哄,qǐ hòng,gather together; cause a commotion,verb
起码,qǐmǎ,at the minimum; at the very least,adjective
起源,qǐyuán,origin; originate; come from,noun
气概,qìgài,mettle; spirit; gumption,noun
气功,qìgōng,"Qi Gong, a system of deep breathing exercises",noun
气魄,qìpò,spirit; daring; nerve; boldness; enterprising outlook,noun
气色,qìsè,complexion,noun
气势,qìshì,imposing manner; look of great force or imposing manner,noun
气味,qìwèi,odor; scent,noun
气象,qìxiàng,meteorology; atmosphere; phenomenon,noun
气压,qìyā,atmospheric pressure; barometric pressure,noun
气质,qìzhì,temperament; disposition,noun
迄今为止,qìjīnwéizhǐ,until now; so far; to date,phrase
器材,qìcái,equipment; material,noun
器官,qìguān,organ; apparatus,noun
掐,qiā,pick (flowers); pinch; clutch,verb
洽谈,qiàtán,discuss; talk over,verb
恰当,qiàdàng,appropriate; suitable; proper,adjective
恰到好处,qià dào hǎo chù,just right; it's just perfect,adjective
恰巧,qiàqiǎo,happen by chance; coincidence,adverb
千方百计,qiān fāng bǎi jì,by every possible means,phrase
迁就,qiānjiù,humor; yield; adapt to; accommodate (something),verb
迁徙,qiānxǐ,migrate; move; change one's residence,verb
牵,qiān,to lead along; to pull (an animal on a tether),verb
牵扯,qiānchě,implicate; involve,verb
牵制,qiānzhì,control; curb; restrict; impede,verb
谦逊,qiānxùn,humble; modest; humility,adjective
签署,qiānshǔ,sign (an agreement),verb
前景,qiánjǐng,outlook; future (prospects); foreground,noun
前提,qiántí,premise; precondition,noun
潜力,qiánlì,potential; capacity,noun
潜水,qiánshuǐ,go diving,verb
潜移默化,qiányímòhuà,"exert a subtle influence on sb.'s character, thinking, etc.; impercebtibly influence; to influence secretly",verb
谴责,qiǎnzé,denounce; condemn; criticize,verb
强制,qiángzhì,enforce; control; coerce,verb
抢劫,qiǎngjié,rob; looting,verb
抢救,qiǎngjiù,rescue; to save,verb
强迫,qiǎngpò,compel; to force,verb
桥梁,qiáoliáng,bridge,noun
窍门,qiàomén,special tricks,noun
翘,qiào,stick up; bend upwards,verb
切实,qièshí,realistic; feasible; conscientiously,adjective
锲而不舍,qiè'érbùshě,keep on chipping away; work with perseverance,adjective
钦佩,qīnpèi,admire; have great respect for,verb
侵犯,qīnfàn,encroach on; infringe on; violation,verb
侵略,qīnlüè,invasion; encroachment; invade,verb
亲密,qīnmì,intimate; close; familiarity,adjective
亲热,qīnrè,intimate; affectionate; warm,adjective
勤俭,qínjiǎn,hardworking and thrifty,adjective
勤劳,qínláo,hardworking; diligent; industrious,adjective
倾听,qīngtīng,listen attentively; heed (other people's opinions),verb
倾向,qīngxiàng,trend; tendency; inclination,noun
倾斜,qīngxié,incline; lean; to slant; to slope; to tilt,verb
清澈,qīngchè,clear; limpid,adjective
清晨,qīngchén,early morning,noun
清除,qīngchú,eliminate; get rid of,verb
清洁,qīngjié,clean; unpolluted; purity,verb
清理,qīnglǐ,cleanup; put in order; check up,verb
清晰,qīngxī,clear; distinct; clarity,adjective
清醒,qīngxǐng,clear-headed; sober; regain consciousness,adjective
清真,qīngzhēn,Muslim,adjective
情报,qíngbào,intelligence; information-gathering,noun
情节,qíngjié,plot; circumstances,noun
情理,qínglǐ,reason; sense,noun
情形,qíngxing,circumstances; situation,noun
晴朗,qínglǎng,sunny and cloudless,adjective
请柬,qǐngjiǎn,invitation card; written invitation,noun
请教,qǐngjiào,consult; seek advice,verb
请示,qǐngshì,ask for instructions,verb
请帖,qǐngtiě,invitation card; written invitation,noun
丘陵,qiūlíng,hills,noun
区分,qūfēn,differentiate; find differing aspects; find the difference between,verb
区域,qūyù,area; region; district,noun
曲折,qūzhé,winding; zigzag; complicated,adjective
驱逐,qūzhú,banishment; expel; deport,verb
屈服,qūfú,yield; give in; submit,verb
渠道,qúdào,irrigation ditch; medium or channel of communication,noun
曲子,qǔzi,folk tune; music; melody,noun
取缔,qǔdì,to ban; suppress,verb
趣味,qùwèi,fun; interest; delight; taste,noun
圈套,quāntào,trap,noun
权衡,quánhéng,trade-off; weigh pros and cons,verb
权威,quánwēi,authority; authoritative,noun
全局,quánjú,overall situation,noun
全力以赴,quán lì yǐ fù,do at all costs; make an all-out effort,verb
拳头,quántou,fist,noun
犬,quǎn,dog (Kangxi radical 94),noun
缺口,quēkǒu,gap; breach; shortfall,noun
缺席,quē xí,absence; absent; default,noun
缺陷,quēxiàn,a defect; a flaw; disfigurement,noun
瘸,qué,lame,adjective
确保,quèbǎo,ensure; guarantee,verb
确立,quèlì,to establish; to institute,verb
确切,quèqiè,definite; exact; precise,adjective
确信,quèxìn,confident; be certain of; to firmly believe,verb
群众,qúnzhòng,the masses; multitude,noun
染,rǎn,dye; to catch (a disease),verb
嚷,rǎng,blurt out; shout,verb
让步,ràng bù,give in; concede; yield,Verb
饶恕,ráoshù,forgive; pardon; spare,Verb
扰乱,rǎoluàn,disturb; perturb; harass,Verb
惹祸,rěhuò,stir up troubles,Verb
热泪盈眶,rè lèi yíng kuàng,(saying) eyes brimming with tears; extremely moved,Expression
热门,rèmén,in demand; popular; in vogue,Adjective
人道,réndào,humanitarianism; humane,Noun
人格,réngé,personality; moral integrity; character,Noun
人工,réngōng,man-made; manpower; manual work,Noun
人家,rénjiā,other people; others; they; I; family; household,Noun
人间,rénjiān,man's world; the world,Noun
人士,rénshì,person; public figure,Noun
人为,rénwéi,artificial; man-made,Noun
人性,rénxìng,human nature; humanity,Noun
人质,rénzhì,hostage,Noun
仁慈,réncí,benevolent; kindhearted; charitable,Adjective
忍耐,rěnnài,show restraint; endure; exercise patience,Verb
忍受,rěnshòu,to bear; endure; tolerate,Verb
认定,rèndìng,maintain (that sth. is true); firmly believe,Verb
认可,rènkě,approve; accept; ratify,Verb
任命,rènmìng,appoint and nominate,Verb
任性,rènxìng,willful; headstrong,Adjective
任意,rènyì,arbitrarily; at will; at random,Adjective
任重道远,rènzhòngdàoyuǎn,lit. a heavy load and a long road; fig. to bear heavy responsibilities through a long struggle; shoulder heavy responsibilities,Expression
仍旧,réngjiù,still (remaining); remain (the same); yet,Adverb
日新月异,rìxīnyuèyì,change with each passing day,Expression
日益,rìyì,day by day; more and more; increasingly,Adverb
荣幸,róngxìng,honored,Noun
荣誉,róngyù,honor; glory,Noun
容貌,róngmào,facial features; looks; appearance,Noun
容纳,róngnà,contain; accommodate; tolerate (different options),Verb
容器,róngqì,container; receptacle; vessel,Noun
容忍,róngrěn,put up with; tolerate; condone,Verb
溶解,róngjiě,dissolve; solution,Verb
融化,rónghuà,melt; thaw; dissolve; blend into,Verb
融洽,róngqià,harmonious; friendly relations,Adjective
柔和,róuhé,gentle; soft; mild,Adjective
揉,róu,knead; to massage; to rub,Verb
儒家,rújiā,Confucianism,Noun
若干,ruògān,a certain number or amount; how many; how much,Pronoun
弱点,ruòdiǎn,weak point; failing,Noun
撒谎,sā huǎng,to tell lies,Verb
散文,sǎnwén,prose; essay,Noun
散布,sànbù,to scatter; disseminate; to spread,Verb
散发,sànfā,distribute; emit,Verb
丧失,sàngshī,to lose; to forfeit,Verb
骚扰,sāorǎo,harass; disturb; molest; cause a commotion,Verb
嫂子,sǎozi,(informal) elder brother's wife; sister-in-law,Noun
刹车,shā chē,brake (when driving); stop; switch off,Verb
啥,shá,(spoken) what,Pronoun
筛选,shāixuǎn,to filter; to sift,Verb
山脉,shānmài,mountain range,Noun
闪烁,shǎnshuò,to twinkle; to flicker; glimmer,Verb
擅长,shàncháng,be good at; be expert in,Verb
擅自,shànzì,unauthorized,Adverb
伤脑筋,shāng nǎojīn,troublesome; bothersome,Expression
商标,shāngbiāo,trademark; logo,Noun
上级,shàngjí,higher authorities; superiors,Noun
上进,shàngjìn,make forward progress; do better,Adjective
上任,shàng rèn,take office,Verb
上瘾,shàngyǐn,become addicted; get into a habit,Adjective
上游,shàngyóu,upper reaches (of a river); advanced position,Noun
尚且,shàngqiě,yet; still; even; also,Conjunction
捎,shāo,bring or take (along); deliver (a message),Verb
梢,shāo,tip of a branch,Noun
哨,shào,a whistle; sentry post,Noun
奢侈,shēchǐ,luxury; sumptuous; extravagant,Adjective
舌头,shétou,tongue,Noun
设立,shèlì,set up; establish,Verb
设想,shèxiǎng,imagine; consider; tentative plan,Verb
设置,shèzhì,set up; install; to fit,Verb
社区,shèqū,community,Noun
涉及,shèjí,involve; relate to; to touch upon (a topic),Verb
摄氏度,shèshìdù,degrees Celsius,Noun
申报,shēnbào,declare; report (to customs or other authority),Verb
呻吟,shēnyín,to moan; to groan,Verb
绅士,shēnshì,gentleman,Noun
深奥,shēn'ào,profound; deep,Adjective
深沉,shēnchén,deep; extreme; low pitched (sound); grave; of major importance,Adjective
深情厚谊,shēnqínghòuyì,profound friendship,Expression
神经,shénjīng,nerve,Noun
神奇,shénqí,miraculous; magical; mystical,Adjective
神气,shénqì,expression; manner; spirited,Adjective
神圣,shénshèng,divine; holy; sacred,Adjective
神态,shéntài,appearance; looks; manner; expression,Noun
神仙,shénxiān,"fig. lighthearted person; Daoist immortal; supernatural entity; (in modern fiction) fairy, elf, leprechaun, etc.; supernatural being, celestial being, immortal; a person who has the power of clairvoyance or who is free from worldly cares",Noun
审查,shěnchá,examine; investigate; censorship,Verb
审理,shěnlǐ,hear (a case),Verb
审美,shěnměi,aesthetic sense; appreciation of the arts,Verb
审判,shěnpàn,put (someone) to trial; to try somebody,Verb
渗透,shèntòu,infiltrate; permeate,Verb
慎重,shènzhòng,cautious; careful; prudent,Adjective
生存,shēngcún,exist; survive,Verb
生机,shēngjī,reprieve from death; life force; vitality,Noun
生理,shēnglǐ,physiology,Noun
生疏,shēngshū,unfamiliar; strange; out of practice,Adjective
生态,shēngtài,way of life; ecology,Noun
生物,shēngwù,organism; living creature; life form,Noun
生肖,shēngxiào,Chinese zodiac,Noun
生效,shēng xiào,take effect; become effective,Verb
生锈,shēngxiù,to rust,Verb
生育,shēngyù,give birth; to rear; bring up (children),Verb
声明,shēngmíng,statement; declare; proclaim,Verb
声势,shēngshì,momentum; fame and power; prestige,Noun
声誉,shēngyù,reputation; fame,Noun
牲畜,shēngchù,livestock; domesticated animals,Noun
省会,shěnghuì,provincial capital,Noun
胜负,shèngfù,victory or defeat; the outcome of a battle,Noun
盛产,shèngchǎn,abound in; teem with; superabundant,Verb
盛开,shèngkāi,to bloom; be in full flower,Verb
盛情,shèngqíng,great kindness; boundless hospitality,Noun
盛行,shèngxíng,in fashion; prevalent; prevail,Verb
尸体,shītǐ,dead body; corpse; carcass,Noun
失事,shī shì,be involved in a crash; (have an) accident,Verb
失误,shīwù,mistake; lapse; miss,Verb
失踪,shī zōng,be missing; be unaccounted for,Verb
师范,shīfàn,teacher-training; pedagogical; normal (school),Noun
施加,shījiā,exert (effort or pressure),Verb
施展,shīzhǎn,use fully; put to good use,Verb
十足,shízú,full of; complete; 100 percent,Adjective
石油,shíyóu,oil; petroleum,Noun
时常,shícháng,time and again; often; frequently,Adverb
时而,shí'ér,"occasionally; often, but not at any fixed time",Adverb
时光,shíguāng,time; era; period of time,Noun
时机,shíjī,opportune time; opportunity,Noun
时事,shíshì,current events; the present situation,Noun
识别,shíbié,identify; distinguish; discern,Verb
实惠,shíhuì,substantial material benefit; advantageous (deal),Adjective
实力,shílì,strength,Noun
实施,shíshī,to implement; put into effect; carry out,Verb
实事求是,shí shì qiú shì,be practical and realistic; seek truth from facts,Expression
实行,shíxíng,to implement; put into practice; carry out,Verb
实质,shízhì,substance; essence; gist,Noun
拾,shí,pick up; ten (banker's anti-fraud numeral),Verb
使命,shǐmìng,a (diplomatic or other) mission,Noun
示范,shìfàn,demonstrate; lead the way; show how something is done,Verb
示威,shìwēi,hold a protest demonstration,Verb
示意,shìyì,to signal; to hint; to gesture; to motion; to indicate (an idea to sb),Verb
世代,shìdài,for generations; generation to generation,Noun
势必,shìbì,is bound to (happen),Adverb
势力,shìli,power; influence,Noun
事故,shìgù,accident,Noun
事迹,shìjì,achievement; deed,Noun
事件,shìjiàn,event; happening; incident,Noun
事态,shìtài,situation; existing state of affairs,Noun
事务,shìwù,affairs; work,Noun
事项,shìxiàng,matter; item,Noun
事业,shìyè,undertaking; project; cause; enterprise,Noun
试图,shìtú,to try; to attempt,Verb
试验,shìyàn,experiment; test,Noun
视力,shìlì,vision; eyesight,Noun
视频,shìpín,video,Noun
视线,shìxiàn,line of sight; view line,Noun
视野,shìyě,field of vision,Noun
是非,shìfēi,right and wrong; truth and fiction; quarrel,Noun
适宜,shìyí,suitable for; appropriate for,Adjective
逝世,shìshì,pass away; to die,Verb
释放,shìfàng,release; set free; liberate (a prisoner),Verb
收藏,shōucáng,collect; keep,Verb
收缩,shōusuō,pull back; shrink,Verb
收益,shōuyì,earnings; profit,Noun
收音机,shōuyīnjī,radio,Noun
手法,shǒufǎ,technique; trick; skill; tact,Noun
手势,shǒushì,gesture; sign; signal,Noun
手艺,shǒuyì,craft; workmanship; one's cooking,Noun
守护,shǒuhù,guard; defend; protect,Verb
首饰,shǒushì,jewelry,Noun
首要,shǒuyào,the most important; chief; principal,Adjective
受罪,shòuzuì,endure hardships; have a hard time,Verb
授予,shòuyǔ,to award; confer,Verb
书法,shūfǎ,calligraphy; penmanship,Noun
书籍,shūjí,books; works,Noun
书记,shūji,secretary; clerk,Noun
书面,shūmiàn,"in writing; written (guarantee, etc.)",Adjective
舒畅,shūchàng,happy; entirely free from worry,Adjective
疏忽,shūhu,neglect; overlook; negligence,Verb
疏远,shūyuǎn,drift apart; keep at a distance; not in close touch; estranged,Verb
束,shù,"to tie; to bind; restrain; (mw for bunches, bundles, bouquets, etc.)",Noun
束缚,shùfù,to bind; restrict; to tie,Verb
树立,shùlì,set up; establish,Verb
竖,shù,vertical; to erect; vertical stroke,Verb
数额,shù'é,amount; sum of money; fixed number,Noun
耍,shuǎ,play/mess around with; juggle,Verb
衰老,shuāilǎo,grow old; age; deteriorate,Verb
衰退,shuāituì,decline; fall; drop; falter,Verb
率领,shuàilǐng,lead; command; head,Verb
涮火锅,shuànhuǒguō,"to instant-boil (mutton, beef, vegetables, etc.)",Expression
双胞胎,shuāngbāotāi,twins,Noun
爽快,shuǎngkuài,refreshed; rejuvenated; frank,Adjective
水利,shuǐlì,water conservancy; irrigation works,Noun
水龙头,shuǐlóngtóu,faucet; tap,Noun
水泥,shuǐní,cement,Noun
瞬间,shùnjiān,in the twinkling of an eye; in an instant; momentary,Noun
司法,sīfǎ,judicial; (administration of) justice,Noun
司令,sīlìng,commanding officer,Noun
私自,sīzì,private; secretly; without permission,Adverb
思念,sīniàn,think of; long for; to miss,Verb
思索,sīsuǒ,think deeply; ponder,Verb
思维,sīwéi,(line) of thought; thinking,Noun
斯文,sīwen,refined; educated; cultured; intellectual; men of letters; scholars; literati; polite; gentle,Adjective
死亡,sǐwáng,to die; death; be dead,Verb
四肢,sìzhī,arms and legs; the four limbs of the body,Noun
寺庙,sìmiào,temple; monastery,Noun
饲养,sìyǎng,to raise; to rear (domestic animal),Verb
肆无忌惮,sìwújìdàn,absolutely unrestrained; unbridled; without the slightest scruple,Expression
耸,sǒng,shrug; towering; shock (alarm),Verb
艘,sōu,(mw for boats and ships),Measure word
苏醒,sūxǐng,wake up; regain consciousness,Verb
俗话,súhuà,common saying; proverb,Noun
诉讼,sùsòng,lawsuit,Noun
素食,sùshí,vegetables; vegetarian food,Noun
素质,sùzhì,inner quality; basic essence; character quality,Noun
塑造,sùzào,to shape; mould; figure,Verb
算数,suànshù,(do) arithmetic; count,Verb
随即,suíjí,immediately (after); soon after; immediately,Adverb
随意,suíyì,as one wishes; according to one's wishes,Adjective
岁月,suìyuè,the years of a person's life,Noun
隧道,suìdào,tunnel,Noun
损坏,sǔnhuài,to damage; injure,Verb
索取,suǒqǔ,demand; ask for; to exact,Verb
索性,suǒxìng,you might as well (do it); simply; just; frankly; bluntly; directly,Adverb
塌,tā,collapse; fall down; crumple,Verb
踏实,tāshi,practical; down-to-earth; realistic; feel at ease; steadfast,Adjective
塔,tǎ,pagoda; tower,Noun
台风,táifēng,typhoon,Noun
太空,tàikōng,outer space,Noun
泰斗,tàidǒu,leading scholar of his time; magnate,Noun
贪婪,tānlán,greedy; avaricious,Adjective
贪污,tānwū,"(political, moral) corruption; embezzle",Verb
摊,tān,to spread out; vendor's stand; booth; fry; (mw for puddles),Verb
瘫痪,tānhuàn,paralysis,Verb
弹性,tánxìng,flexibility; elasticity,Noun
坦白,tǎnbái,honest; forthcoming; to confess,Verb
叹气,tàn qì,to sigh,Verb
探测,tàncè,probe; take readings; detect; explore,Verb
探索,tànsuǒ,explore; quest,Verb
探讨,tàntǎo,inquire into; explore,Verb
探望,tànwàng,pay a visit; look around,Verb
倘若,tǎngruò,provided that; supposing that; if; in case,Conjunction
掏,tāo,fish out (from pocket),Verb
滔滔不绝,tāotāo bù jué,(saying) talking non-stop; gushing; torrential,Expression
陶瓷,táocí,ceramics; pottery and porcelain,Noun
陶醉,táozuì,"be intoxicated (with power, success, etc.)",Verb
淘汰,táotài,eliminate (in a competition); natural selection; die/phase out,Verb
讨好,tǎohǎo,to flatter,Verb
特长,tècháng,strong point; specialty,Noun
特定,tèdìng,special; specific; designated,Adjective
特意,tèyì,specially for; with the special intention of,Adverb
提拔,tíbá,promote to a higher job; elevate,Verb
提炼,tíliàn,"extract (ore, minerals, etc.); refine; purify",Verb
提示,tíshì,to prompt; to present; to point out; to draw attention to sth; hint; brief; cue,Verb
提议,tíyì,propose; suggest,Verb
题材,tícái,subject matter,Noun
体裁,tǐcái,types or forms of literature,Noun
体积,tǐjī,volume; bulk,Noun
体谅,tǐliàng,empathize; express sympathy; allow (for something),Verb
体面,tǐmiàn,dignity; honorable; face,Noun
体系,tǐxì,system; setup,Noun
天才,tiāncái,talent; gift; a genius; talented,Noun
天赋,tiānfù,natural talent,Noun
天伦之乐,tiānlúnzhīlè,family happiness,Expression
天然气,tiānránqì,natural gas,Noun
天生,tiānshēng,innate; inherent; natural,Adjective
天堂,tiāntáng,paradise; heaven,Noun
天文,tiānwén,astronomy,Noun
田径,tiánjìng,track and field,Noun
田野,tiányě,field; open country,Noun
舔,tiǎn,to lick,Verb
挑剔,tiāoti,picky; fastidious,Verb
条款,tiáokuǎn,clause (of contract or law),Noun
条理,tiáolǐ,consecutive; arrangement; orderliness,Noun
条约,tiáoyuē,treaty; pact,Noun
调和,tiáohé,harmonious; harmony,Verb
调剂,tiáojì,make an adjustment,Verb
调节,tiáojié,adjust; regulate; reconcile,Verb
调解,tiáojiě,mediation; bring together to an agreement,Verb
调料,tiáoliào,seasoning; flavoring,Noun
挑拨,tiǎobō,incite disharmony; provoke; stir up tension in others,Verb
挑衅,tiǎoxìn,provoke; defiance,Verb
跳跃,tiàoyuè,jump; leap; bound; skip,Verb
亭子,tíngzi,pavilion; kiosk,Noun
停泊,tíngbó,anchor; mooring (of a ship),Verb
停顿,tíngdùn,pause; halt,Verb
停滞,tíngzhì,stagnation; be at a standstill; bogged down,Verb
挺拔,tǐngbá,tall and straight,Adjective
通货膨胀,tōnghuò péngzhàng,inflation,Noun
通缉,tōngjī,order the arrest of a criminal,Verb
通俗,tōngsú,popular; common; everyday; average; vulgar,Adjective
通讯,tōngxùn,communication; correspondence; news dispatch,Noun
通用,tōngyòng,in common use; interchangeable; General Motors,Adjective
同胞,tóngbāo,compatriot; fellow countryman,Noun
同志,tóngzhì,comrade; gay (slang),Noun
铜,tóng,copper,Noun
童话,tónghuà,fairy tale,Noun
统筹兼顾,tǒngchóujiāngù,take every aspects into consideration through plan and preparation,Expression
统计,tǒngjì,statistics; to tally; to add up,Noun
统统,tǒngtǒng,totally; completely,Pronoun
统治,tǒngzhì,to rule (a country); govern; governance,Verb
投机,tóujī,speculate (on financial markets); congenial; opportunistic,Verb
投票,tóupiào,vote; poll,Verb
投诉,tóusù,make a complaint; appeal to a court,Verb
投降,tóuxiáng,to surrender,Verb
投掷,tóuzhì,throw something a long distance; hurl,Verb
透露,tòulù,divulge; to reveal; leak out,Verb
秃,tū,bald; blunt,Adjective
突破,tūpò,break through; breakthrough,Verb
图案,tú'àn,design; pattern,Noun
徒弟,túdì,disciple,Noun
途径,tújìng,way; channel,Noun
涂抹,túmǒ,scribble; smear; doodle,Verb
土壤,tǔrǎng,soil; earth,Noun
团结,tuánjié,unite; hold a rally; join forces,Verb
团体,tuántǐ,group; organization; team,Noun
团圆,tuányuán,have a reunion; reunite as a family,Noun
推测,tuīcè,speculate; conjecture; surmise,Verb
推翻,tuīfān,overthrow; topple,Verb
推理,tuīlǐ,reasoning; speculative; inference,Verb
推论,tuīlùn,infer; a deduction; a corollary,Verb
推销,tuīxiāo,to market; sell,Verb
吞吞吐吐,tūntūntǔtǔ,"hum and haw (idiom); mumble as if hiding something; speak and break off, then start again; to hold something back",Expression
托运,tuōyùn,check in (baggage); consign for shipment,Verb
拖延,tuōyán,prolong; protraction; delay; stall; procrastinate,Verb
脱离,tuōlí,to separate oneself from; to break away from; be divorced from; diastasis (medicine); abscission; abjunction (botany),Verb
妥当,tuǒdang,appropriate; proper; pertinence,Adjective
妥善,tuǒshàn,appropriate; proper; well-arranged,Adjective
妥协,tuǒxié,to compromise; reach terms,Verb
椭圆,tuǒyuán,ellipse; oval,Noun
唾弃,tuòqì,cast aside; spurn,Verb
挖掘,wājué,excavate; dig; unearth,Verb
哇,wa,wow; (sound of crying or surprise),Interjection
娃娃,wáwa,baby; child; doll,Noun
瓦解,wǎjiě,collapse; disintegrate; crumble,Verb
歪曲,wāiqū,to distort; to misrepresent; to twist; crooked; askew; aslant,Verb
外表,wàibiǎo,outward appearance; external; outside,Noun
外行,wàiháng,layman; amateur; nonprofessional,Noun
外界,wàijiè,the outside world; external,Noun
外向,wàixiàng,extroverted; export-oriented (economy),Adjective
丸,wán,pill; pellet,Noun
完备,wánbèi,complete; perfect,Adjective
完毕,wánbì,finish; end; complete,Verb
玩弄,wánnòng,resort to; play with; engage in,Verb
玩意儿,wányìr,thing; toy; gadget,Noun
顽固,wángù,stubborn; obstinate,Adjective
顽强,wánqiáng,tenacious; hard to defeat,Adjective
挽回,wǎnhuí,reverse or salvage (a situation); redeem; retrieve,Verb
挽救,wǎnjiù,to rescue; retrieve; to remedy,Verb
惋惜,wǎnxī,feel sorry for a person; sympathize; to regret,Verb
万分,wànfēn,very much; extremely,Adverb
往常,wǎngcháng,habitually in the past; as one used to do; as it used to be,Noun
往事,wǎngshì,the past events; former happenings,Noun
妄想,wàngxiǎng,vainly hope; wishful thinking; delusion,Verb
危机,wēijī,crisis,Noun
威风,wēifēng,awe-inspiring authority; power and prestige; impressive force,Noun
威力,wēilì,might; power that invokes fear,Noun
威望,wēiwàng,prestige,Noun
威信,wēixìn,prestige; reputation; veneration; authority; trust,Noun
微不足道,wēi bù zú dào,negligible; insignificant; not worth mentioning,Adjective
微观,wēiguān,microscopic; sub atomic,Adjective
为难,wéinán,make things difficult for someone; embarrassed,Verb
为期,wéiqī,be scheduled for; last for (a certain duration),Verb
违背,wéibèi,violate; go against,Verb
唯独,wéidú,only; just (i.e. it is only that ...); alone,Adverb
维持,wéichí,maintain; preserve,Verb
维护,wéihù,defend; to safeguard; defense; maintain,Verb
维生素,wéishēngsù,vitamin,Noun
伪造,wěizào,forge; to fake; to counterfeit,Verb
委托,wěituō,to entrust; to trust; to ensign; to commission,Verb
委员,wěiyuán,committee member; committee; council,Noun
卫星,wèixīng,satellite,Noun
未免,wèimiǎn,(of something that one finds has gone too far); rather a bit too,Adverb
畏惧,wèijù,to fear; foreboding,Verb
喂,"wèi, wéi",hey; to feed | hello (on the phone),Verb
蔚蓝,wèilán,azure; sky blue,Adjective
慰问,wèiwèn,to express sympathy; consolation; extend regards to; salute,Verb
温带,wēndài,temperate zone,Noun
温和,wēnhé,moderate; warm; (-huo: lukewarm),Adjective
文凭,wénpíng,diploma,Noun
文物,wénwù,cultural relic; historical relic,Noun
文献,wénxiàn,document; literature,Noun
文雅,wényǎ,elegant; refined,Adjective
文艺,wényì,literature and art,Noun
问世,wènshì,be published; to come out,Verb
窝,wō,nest; den,Noun
乌黑,wūhēi,jet-black; pitch-black,Adjective
污蔑,wūmiè,to slander,Verb
诬陷,wūxiàn,entrap; to frame; plant false evidence against sb.,Verb
无比,wúbǐ,matchless; incomparable,Adjective
无偿,wúcháng,free; no charge; at no cost,Adjective
无耻,wúchǐ,without any sense of shame; shameless; audaciousness,Adjective
无动于衷,wúdòngyúzhōng,aloof; indifferent; unconcerned; untouched,Expression
无非,wúfēi,nothing but; only,Adverb
无辜,wúgū,innocent,Adjective
无精打采,wújīngdǎcǎi,listless; be dispirited; in low spirits,Expression
无赖,wúlài,hoodlum; rascal; rogue; rascally; scoundrelly,Adjective
无理取闹,wúlǐqǔnào,to make trouble without reason (idiom); wilfully make trouble; to be deliberately provocative; deliberately awkward; pointless provocation,Expression
无能为力,wú néng wéi lì,incapable of action; powerless; impotent,Expression
无穷无尽,wúqióngwújìn,"vast and limitless; endless span of time; no vestige of a beginning, no prospect of an end",Expression
无微不至,wú wēi bú zhì,in every possible way; meticulously,Expression
无忧无虑,wúyōuwúlǜ,carefree and without worries,Expression
无知,wúzhī,ignorance,Adjective
武器,wǔqì,weapon; arms,Noun
武侠,wǔxiá,knight-errant; a genre of swordplay martial arts movies and books,Noun
武装,wǔzhuāng,arms; equipment; to arm,Noun
侮辱,wǔrǔ,to insult; humiliate,Verb
舞蹈,wǔdǎo,a dance,Noun
务必,wùbì,must; need to; be sure to,Adverb
物美价廉,wùměijiàlián,attractive goods at inexpensive prices,Expression
物业,wùyè,property management,Noun
物资,wùzī,goods and materials; commodity,Noun
误差,wùchā,difference; error; inaccuracy,Noun
误解,wùjiě,misunderstand; misread,Verb
夕阳,xīyáng,setting sun,Noun
昔日,xīrì,formerly; in olden days,Noun
牺牲,xīshēng,"sacrifice (one's life, etc.)",Verb
溪,xī,creek,Noun
熄灭,xīmiè,extinguish; go out (of fire); die out; extinction,Verb
膝盖,xīgài,knee,Noun
习俗,xísú,custom; tradition; (local) convention,Noun
